N_Percentile,Thr_Value,TN,FP,FN,TP,Sensitivity,Specificity,PPV,NPV,Recall,Accuracy,Site_Name
Top 64%,0.0321651819449382,7005,11391,168,1360,0.890052356020942,0.380789302022179,0.106658301309701,0.976578837306566,0.890052356020942,0.419845412567757,Emory University
Top 65%,0.0309955042164298,6810,11586,164,1364,0.892670157068063,0.370189171559035,0.105328185328185,0.976484083739604,0.892670157068063,0.410258984139731,Emory University
Top 66%,0.0298334761163024,6624,11772,150,1378,0.901832460732984,0.360078277886497,0.104790874524715,0.977856510186005,0.901832460732984,0.401626179482032,Emory University
Top 67%,0.0288683801899819,6433,11963,142,1386,0.907068062827225,0.349695585996956,0.103828002097535,0.978403041825095,0.907068062827225,0.392441276852038,Emory University
Top 68%,0.0278834986778247,6244,12152,132,1396,0.913612565445026,0.339421613394216,0.103041039267789,0.979297365119197,0.913612565445026,0.38345713712106,Emory University
Top 69%,0.0269518311065214,6056,12340,121,1407,0.920811518324607,0.329202000434877,0.102349603549865,0.98041120284928,0.920811518324607,0.37457337883959,Emory University
Top 70%,0.0259574796000136,5864,12532,113,1415,0.926047120418848,0.318764948901935,0.101455510145551,0.981094194411912,0.926047120418848,0.365338285484842,Emory University
Top 71%,0.0249109263321156,5670,12726,108,1420,0.929319371727749,0.308219178082192,0.100381733352184,0.981308411214953,0.929319371727749,0.355852238506324,Emory University
Top 72%,0.0240208226621241,5480,12916,99,1429,0.93520942408377,0.297890845836051,0.099616591146741,0.982254884387883,0.93520942408377,0.346767717325838,Emory University
Top 73%,0.0231502808491247,5286,13110,94,1434,0.93848167539267,0.287345075016308,0.0985973597359736,0.982527881040892,0.93848167539267,0.33728167034732,Emory University
Top 74%,0.0222677677146328,5096,13300,84,1444,0.945026178010471,0.277016742770167,0.0979381443298969,0.983783783783784,0.945026178010471,0.328247339891588,Emory University
Top 75%,0.0214482183579835,4902,13494,79,1449,0.948298429319372,0.266470971950424,0.0969684802248545,0.984139730977715,0.948298429319372,0.31876129291307,Emory University
Top 76%,0.0205994614238879,4706,13690,76,1452,0.950261780104712,0.255816481843879,0.0958922203143574,0.984107068172313,0.950261780104712,0.309074483035535,Emory University
Top 77%,0.019842167194086,4515,13881,68,1460,0.955497382198953,0.245433789954338,0.0951698064011472,0.985162557276893,0.955497382198953,0.299889580405541,Emory University
Top 78%,0.0190841913413591,4321,14075,63,1465,0.958769633507853,0.234888019134594,0.0942728442728443,0.985629562043796,0.958769633507853,0.290403533427023,Emory University
Top 79%,0.0183109188754713,4124,14272,60,1468,0.960732984293194,0.224179169384649,0.0932655654383736,0.98565965583174,0.960732984293194,0.280666532824734,Emory University
Top 80%,0.0176418648422116,3928,14468,57,1471,0.962696335078534,0.213524679278104,0.0922893531589184,0.985696361355082,0.962696335078534,0.270979722947199,Emory University
Top 81%,0.0168961982845806,3737,14659,49,1479,0.967931937172775,0.203141987388563,0.0916470442434007,0.987057580559958,0.967931937172775,0.261794820317205,Emory University
Top 82%,0.0161488048390649,3543,14853,44,1484,0.971204188481675,0.192596216568819,0.0908367509334639,0.9877334820184,0.971204188481675,0.252308773338687,Emory University
Top 83%,0.0154631402753519,3350,15046,37,1491,0.975785340314136,0.182104805392477,0.0901614561286811,0.989075878358429,0.975785340314136,0.242973298534431,Emory University
Top 84%,0.0148494821844173,3155,15241,33,1495,0.978403141361257,0.171504674929332,0.0893283938814532,0.989648682559598,0.978403141361257,0.233386870106404,Emory University
Top 85%,0.0142019516982422,2957,15439,32,1496,0.979057591623037,0.160741465535986,0.0883377620312961,0.989294078287053,0.979057591623037,0.223499297329853,Emory University
Top 86%,0.0135619750091462,2761,15635,29,1499,0.981020942408377,0.150086975429441,0.0874868682152445,0.989605734767025,0.981020942408377,0.213812487452319,Emory University
Top 87%,0.0128406064024045,2565,15831,25,1503,0.983638743455497,0.139432485322896,0.0867082035306334,0.99034749034749,0.983638743455497,0.204175868299538,Emory University
Top 88%,0.0122668695880947,2369,16027,22,1506,0.985602094240838,0.128777995216351,0.0858951691096789,0.990798828941865,0.985602094240838,0.194489058422004,Emory University
Top 89%,0.0116655796148957,2175,16221,17,1511,0.988874345549738,0.118232224396608,0.0852131739228513,0.992244525547445,0.988874345549738,0.185003011443485,Emory University
Top 90%,0.0109928925298206,1979,16417,14,1514,0.990837696335079,0.107577734290063,0.084434777759188,0.992975413948821,0.990837696335079,0.175316201565951,Emory University
Top 91%,0.0104045833800221,1784,16612,10,1518,0.993455497382199,0.0969776038269189,0.0837286265857694,0.994425863991081,0.993455497382199,0.165729773137924,Emory University
Top 92%,0.00981549095119334,1585,16811,9,1519,0.994109947643979,0.0861600347901718,0.0828696126568467,0.99435382685069,0.994109947643979,0.155792009636619,Emory University
Top 93%,0.00920822834015181,1386,17010,9,1519,0.994109947643979,0.0753424657534247,0.0819795995466566,0.993548387096774,0.994109947643979,0.14580405541056,Emory University
Top 94%,0.00859309092938696,1189,17207,7,1521,0.995418848167539,0.064633616003479,0.0812152926099957,0.994147157190635,0.995418848167539,0.136016864083517,Emory University
Top 95%,0.00794661720959755,990,17406,7,1521,0.995418848167539,0.0538160469667319,0.0803613884926296,0.992978936810431,0.995418848167539,0.126028909857458,Emory University
Top 96%,0.00722231024273012,792,17604,5,1523,0.996727748691099,0.0430528375733855,0.0796256600616929,0.993726474278545,0.996727748691099,0.116191527805662,Emory University
Top 97%,0.0064884525272675,593,17803,5,1523,0.996727748691099,0.0322352685366384,0.0788057539066542,0.991638795986622,0.996727748691099,0.106203573579602,Emory University
Top 98%,0.00575275700645382,397,17999,2,1526,0.99869109947644,0.0215807784300935,0.0781562099871959,0.994987468671679,0.99869109947644,0.0965167637020679,Emory University
Top 99%,0.00469473242433803,199,18197,1,1527,0.99934554973822,0.0108175690367471,0.0774183735550598,0.995,0.99934554973822,0.086629190925517,Emory University
Top 1%,0.66038986361246,16410,64,1731,120,0.0648298217179903,0.996115090445551,0.652173913043478,0.904580783859765,0.0648298217179903,0.902046384720327,Johns Hopkins University
Top 2%,0.527470746073841,16322,152,1636,215,0.116153430578066,0.990773339808183,0.5858310626703,0.908898541040205,0.116153430578066,0.902428376534789,Johns Hopkins University
Top 3%,0.426788401717105,16218,256,1557,294,0.158833063209076,0.984460361782202,0.534545454545455,0.912405063291139,0.158833063209076,0.90106412005457,Johns Hopkins University
Top 4%,0.366037255276898,16102,372,1490,361,0.195029713668287,0.977418963214763,0.492496589358799,0.915302410186448,0.195029713668287,0.898390177353342,Johns Hopkins University
Top 5%,0.316181885416237,15972,502,1436,415,0.224203133441383,0.969527740682287,0.452562704471101,0.917509191176471,0.224203133441383,0.894242837653479,Johns Hopkins University
Top 6%,0.28241246342392,15848,626,1377,474,0.256077795786062,0.962000728420541,0.430909090909091,0.920058055152395,0.256077795786062,0.890695770804911,Johns Hopkins University
Top 7%,0.253218681323028,15729,745,1313,538,0.290653700702323,0.954777224717737,0.419329696024942,0.922955052223917,0.290653700702323,0.887694406548431,Johns Hopkins University
Top 8%,0.228953011763287,15598,876,1261,590,0.318746623446786,0.946825300473473,0.402455661664393,0.925203155584554,0.318746623446786,0.883383356070941,Johns Hopkins University
Top 9%,0.208023705503808,15462,1012,1213,638,0.344678552133982,0.938569867670268,0.386666666666667,0.927256371814093,0.344678552133982,0.878581173260573,Johns Hopkins University
Top 10%,0.189790346422684,15325,1149,1167,684,0.369529983792545,0.930253733155275,0.37315875613748,0.929238418627213,0.369529983792545,0.873615279672578,Johns Hopkins University
Top 11%,0.174864450039546,15191,1283,1118,733,0.396002160994057,0.922119703775646,0.36359126984127,0.931448893249126,0.396002160994057,0.868976807639836,Johns Hopkins University
Top 12%,0.16234436751067,15057,1417,1069,782,0.42247433819557,0.913985674396018,0.355616189176899,0.93370953739303,0.42247433819557,0.864338335607094,Johns Hopkins University
Top 13%,0.151946316708167,14916,1558,1026,825,0.445705024311183,0.905426733033872,0.346202266051196,0.935641701166729,0.445705024311183,0.858990450204638,Johns Hopkins University
Top 14%,0.140567832957509,14764,1710,995,856,0.462452728254997,0.896200072842054,0.333593141075604,0.936861475981979,0.462452728254997,0.852387448840382,Johns Hopkins University
Top 15%,0.132345638750792,14622,1852,954,897,0.484602917341977,0.887580429768119,0.326300472899236,0.938751926040062,0.484602917341977,0.8468758526603,Johns Hopkins University
Top 16%,0.123730214444868,14479,1995,914,937,0.506212857914641,0.878900084982396,0.319577080491132,0.940622360813357,0.506212857914641,0.841255115961801,Johns Hopkins University
Top 17%,0.116770561060756,14330,2144,879,972,0.525121555915721,0.869855529925944,0.31193838254172,0.942205273193504,0.525121555915721,0.835034106412005,Johns Hopkins University
Top 18%,0.109931370268476,14174,2300,852,999,0.539708265802269,0.860386062886973,0.302819036071537,0.943298282976175,0.539708265802269,0.827994542974079,Johns Hopkins University
Top 19%,0.103858191321003,14021,2453,822,1029,0.555915721231767,0.851098700983368,0.295519816197588,0.944620359765546,0.555915721231767,0.821282401091405,Johns Hopkins University
Top 20%,0.0984543522274788,13867,2607,793,1058,0.571582928146948,0.841750637367974,0.288676671214188,0.945907230559345,0.571582928146948,0.814461118690314,Johns Hopkins University
Top 21%,0.0935748735631544,13714,2760,762,1089,0.588330632090762,0.832463275464368,0.282930631332814,0.947361149488809,0.588330632090762,0.807803547066849,Johns Hopkins University
Top 22%,0.0889759370114163,13565,2909,728,1123,0.606699081577526,0.823418720407916,0.278521825396825,0.94906597635206,0.606699081577526,0.801527967257844,Johns Hopkins University
Top 23%,0.0844946299377274,13412,3062,698,1153,0.622906537007023,0.81413135850431,0.273546856465006,0.950531537916371,0.622906537007023,0.79481582537517,Johns Hopkins University
Top 24%,0.0801802358445947,13257,3217,670,1181,0.638033495407888,0.804722593177128,0.268531150522965,0.951892008329145,0.638033495407888,0.787885402455662,Johns Hopkins University
Top 25%,0.0761456053215833,13099,3375,644,1207,0.652079956780119,0.795131722714581,0.263422086425142,0.953139780251764,0.652079956780119,0.780682128240109,Johns Hopkins University
Top 26%,0.0727939297408194,12944,3530,616,1235,0.667206915180983,0.785722957387398,0.259181532004197,0.954572271386431,0.667206915180983,0.7737517053206,Johns Hopkins University
Top 27%,0.069444951963206,12781,3693,596,1255,0.678011885467315,0.77582857836591,0.253637833468068,0.955445914629588,0.678011885467315,0.765948158253752,Johns Hopkins University
Top 28%,0.0664354143151496,12618,3856,576,1275,0.688816855753647,0.765934199344422,0.248489573182615,0.956343792633015,0.688816855753647,0.758144611186903,Johns Hopkins University
Top 29%,0.0638522633401166,12458,4016,553,1298,0.701242571582928,0.756221925458298,0.244260444109898,0.957497502113596,0.701242571582928,0.750668485675307,Johns Hopkins University
Top 30%,0.0611329046162374,12292,4182,535,1316,0.710967044840627,0.746145441301445,0.239359767188068,0.958291104701021,0.710967044840627,0.742592087312415,Johns Hopkins University
Top 31%,0.0587179663844794,12130,4344,514,1337,0.722312263641275,0.736311763991745,0.235345889808132,0.959348307497627,0.722312263641275,0.734897680763984,Johns Hopkins University
Top 32%,0.0565777197453125,11971,4503,490,1361,0.735278227984873,0.726660191817409,0.232094133697135,0.960677313217238,0.735278227984873,0.727530695770805,Johns Hopkins University
Top 33%,0.0546024283208537,11801,4673,477,1374,0.742301458670989,0.716340900813403,0.227220109145031,0.961150024433947,0.742301458670989,0.718963165075034,Johns Hopkins University
Top 34%,0.0526078421822331,11633,4841,461,1390,0.750945434900054,0.706143013232973,0.223078157599101,0.961881924921449,0.750945434900054,0.710668485675307,Johns Hopkins University
Top 35%,0.0507873594850143,11471,5003,440,1411,0.762290653700702,0.696309335923273,0.219987527284066,0.963059356896986,0.762290653700702,0.702974079126876,Johns Hopkins University
Top 36%,0.0489758804865822,11303,5171,425,1426,0.770394381415451,0.686111448342843,0.216158860087919,0.963761937244202,0.770394381415451,0.69462482946794,Johns Hopkins University
Top 37%,0.0475104018994779,11133,5341,412,1439,0.777417612101567,0.675792157338837,0.212241887905605,0.964313555651797,0.777417612101567,0.686057298772169,Johns Hopkins University
Top 38%,0.0459114433796692,10961,5513,400,1451,0.783900594273366,0.665351462911254,0.208357265939115,0.964791831704956,0.783900594273366,0.677326057298772,Johns Hopkins University
Top 39%,0.0440974881283943,10796,5678,382,1469,0.793625067531064,0.655335680466189,0.205540786343921,0.965825729110753,0.793625067531064,0.669304229195089,Johns Hopkins University
Top 40%,0.0425588758361222,10621,5853,374,1477,0.797947055645597,0.644712880903242,0.20150068212824,0.965984538426558,0.797947055645597,0.660190995907231,Johns Hopkins University
Top 41%,0.0410527022015871,10461,6013,351,1500,0.810372771474878,0.635000607017118,0.199653933182484,0.967536071032186,0.810372771474878,0.652714870395634,Johns Hopkins University
Top 42%,0.0396918763123373,10288,6186,340,1511,0.816315505132361,0.624499210877747,0.196310250747044,0.968009032743696,0.816315505132361,0.64387448840382,Johns Hopkins University
Top 43%,0.0382024662427647,10115,6359,330,1521,0.821717990275527,0.613997814738376,0.193020304568528,0.968405935854476,0.821717990275527,0.634979536152797,Johns Hopkins University
Top 44%,0.0369356834423433,9948,6526,314,1537,0.830361966504592,0.603860628869734,0.190623837281409,0.969401676086533,0.830361966504592,0.626739427012278,Johns Hopkins University
Top 45%,0.0357353228391896,9783,6691,296,1555,0.840086439762291,0.593844846424669,0.188576279408198,0.970632007143566,0.840086439762291,0.618717598908595,Johns Hopkins University
Top 46%,0.0344818839704853,9615,6859,280,1571,0.848730415991356,0.583646958844239,0.186358244365362,0.971702880242547,0.848730415991356,0.610422919508868,Johns Hopkins University
Top 47%,0.0335400383579551,9449,7025,263,1588,0.857914640734738,0.573570474687386,0.184372460234529,0.972920098846787,0.857914640734738,0.602291950886767,Johns Hopkins University
Top 48%,0.0324836725457124,9274,7200,255,1596,0.862236628849271,0.562947675124439,0.181446111869031,0.973239584426488,0.862236628849271,0.59317871759890906,Johns Hopkins University
Top 49%,0.031449428172738,9104,7370,242,1609,0.869259859535386,0.552628384120432,0.179195901548057,0.974106569655468,0.869259859535386,0.584611186903138,Johns Hopkins University
Top 50%,0.0303333503747084,8931,7543,231,1620,0.875202593192869,0.542126987981061,0.176797991924042,0.974787164374591,0.875202593192869,0.575770804911323,Johns Hopkins University
Top 51%,0.0294143033026164,8755,7719,224,1627,0.878984332793085,0.531443486706325,0.174085170126257,0.975052901213944,0.878984332793085,0.566548431105048,Johns Hopkins University
Top 52%,0.0285276373150626,8586,7888,210,1641,0.886547811993517,0.521184897414107,0.172211144926015,0.97612551159618,0.886547811993517,0.558090040927694,Johns Hopkins University
Top 53%,0.0275658883047451,8412,8062,201,1650,0.891410048622366,0.510622799562948,0.169892915980231,0.976663183559735,0.891410048622366,0.549085948158254,Johns Hopkins University
Top 54%,0.0266917428815009,8243,8231,187,1664,0.898973527822798,0.50036421027073,0.168165740272865,0.977817319098458,0.898973527822798,0.5406275579809,Johns Hopkins University
Top 55%,0.0258551774414304,8067,8407,179,1672,0.903295515937331,0.489680708995994,0.16588947316202,0.978292505457191,0.903295515937331,0.531459754433834,Johns Hopkins University
Top 56%,0.0249559694311005,7893,8581,170,1681,0.90815775256618,0.479118611144834,0.163808224517638,0.978916036214808,0.90815775256618,0.522455661664393,Johns Hopkins University
Top 57%,0.0240797961817589,7720,8754,160,1691,0.913560237709346,0.468617215005463,0.161895643848731,0.979695431472081,0.913560237709346,0.51356070941337,Johns Hopkins University
Top 58%,0.0233548355831018,7548,8926,149,1702,0.919502971366829,0.45817652057788,0.160143018441852,0.980641808496817,0.919502971366829,0.504774897680764,Johns Hopkins University
Top 59%,0.022601777984089,7373,9101,140,1711,0.924365207995678,0.447553721014933,0.158250092489826,0.981365632902968,0.924365207995678,0.495716234652115,Johns Hopkins University
Top 60%,0.0219429584848314,7195,9279,135,1716,0.927066450567261,0.43674881631662,0.156070941336971,0.981582537517053,0.927066450567261,0.486275579809004,Johns Hopkins University
Top 61%,0.0212778031581762,7021,9453,126,1725,0.93192868719611,0.426186718465461,0.154320987654321,0.982370225269344,0.93192868719611,0.477271487039563,Johns Hopkins University
Top 62%,0.0206155710488315,6842,9632,122,1729,0.934089681253377,0.41532111205536,0.15218730745533,0.98248133256749,0.934089681253377,0.467721691678035,Johns Hopkins University
Top 63%,0.0199379025868771,6662,9812,118,1733,0.936250675310643,0.404394803933471,0.150108271979212,0.98259587020649,0.936250675310643,0.458117326057299,Johns Hopkins University
Top 64%,0.019351128252961,6491,9983,106,1745,0.942733657482442,0.394014811217676,0.148789222373806,0.983932090344096,0.942733657482442,0.449440654843111,Johns Hopkins University
Top 65%,0.0187785238498554,6313,10161,101,1750,0.945434900054025,0.383209906519364,0.146923012341533,0.984253196133458,0.945434900054025,0.44,Johns Hopkins University
Top 66%,0.0181424528506194,6137,10337,94,1757,0.949216639654241,0.372526405244628,0.145278650570531,0.984914138982507,0.949216639654241,0.430777626193724,Johns Hopkins University
Top 67%,0.0176214382884663,5955,10519,92,1759,0.950297136682874,0.361478693699162,0.143264375305424,0.984785844220274,0.950297136682874,0.420954979536153,Johns Hopkins University
Top 68%,0.017138123418958,5776,10698,88,1763,0.952458130740141,0.350613087289062,0.141481422036755,0.984993178717599,0.952458130740141,0.411405184174625,Johns Hopkins University
Top 69%,0.0165430589977285,5596,10878,85,1766,0.95407887628309,0.339686779167172,0.139670990192977,0.985037845449745,0.95407887628309,0.401746248294679,Johns Hopkins University
Top 70%,0.0160023508271548,5420,11054,78,1773,0.957860615883306,0.329003277892437,0.138224058626335,0.985813022917425,0.957860615883306,0.392523874488404,Johns Hopkins University
Top 71%,0.0154717915237581,5244,11230,70,1781,0.962182603997839,0.318319776617701,0.136884174928906,0.986827248776816,0.962182603997839,0.383356070941337,Johns Hopkins University
Top 72%,0.0149290367665782,5070,11404,61,1790,0.967044840626688,0.307757678766541,0.13566772775504,0.988111479243812,0.967044840626688,0.374351978171896,Johns Hopkins University
Top 73%,0.0144584350203508,4887,11587,61,1790,0.967044840626688,0.296649265509287,0.133811766464828,0.987671786580437,0.967044840626688,0.364365620736698,Johns Hopkins University
Top 74%,0.0140466091703722,4709,11765,56,1795,0.969746083198271,0.285844360810975,0.132374631268437,0.988247639034628,0.969746083198271,0.354924965893588,Johns Hopkins University
Top 75%,0.0135589364410431,4530,11944,51,1800,0.972447325769854,0.274978754400874,0.130966239813737,0.988867059593975,0.972447325769854,0.345429740791269,Johns Hopkins University
Top 76%,0.0131285592330941,4352,12122,46,1805,0.975148568341437,0.264173849702562,0.129604365620737,0.989540700318327,0.975148568341437,0.335989085948158,Johns Hopkins University
Top 77%,0.0127248176996551,4172,12302,43,1808,0.976769313884387,0.253247541580673,0.128136073706591,0.989798339264531,0.976769313884387,0.326330150068213,Johns Hopkins University
Top 78%,0.0123474549059228,3991,12483,41,1810,0.97784981091302,0.242260531746995,0.126635415937872,0.989831349206349,0.97784981091302,0.31656207366985,Johns Hopkins University
Top 79%,0.0118844699701009,3810,12664,39,1812,0.978930307941653,0.231273521913318,0.125172699640785,0.989867498051442,0.978930307941653,0.306793997271487,Johns Hopkins University
Top 80%,0.0114478380772689,3631,12843,34,1817,0.981631550513236,0.220407915503217,0.123942701227831,0.990723055934516,0.981631550513236,0.297298772169168,Johns Hopkins University
Top 81%,0.0110134632857037,3451,13023,31,1820,0.983252296056186,0.209481607381328,0.122616721686991,0.991097070649052,0.983252296056186,0.287639836289222,Johns Hopkins University
Top 82%,0.0105703739870342,3271,13203,28,1823,0.984873041599136,0.198555299259439,0.121323040063889,0.991512579569567,0.984873041599136,0.277980900409277,Johns Hopkins University
Top 83%,0.0101835129046647,3090,13384,26,1825,0.985953538627769,0.187568289425762,0.119994739956605,0.991655969191271,0.985953538627769,0.268212824010914,Johns Hopkins University
Top 84%,0.00974446705724515,2908,13566,24,1827,0.987034035656402,0.176520577880296,0.11869031377899,0.99181446111869,0.987034035656402,0.258390177353342,Johns Hopkins University
Top 85%,0.00936484441608637,2731,13743,18,1833,0.990275526742301,0.165776374893772,0.117681047765794,0.993452164423427,0.990275526742301,0.249058663028649,Johns Hopkins University
Top 86%,0.00897777530872997,2551,13923,15,1836,0.991896272285251,0.154850066771883,0.116504854368932,0.99415432579890906,0.991896272285251,0.239399727148704,Johns Hopkins University
Top 87%,0.00861139533508193,2369,14105,14,1837,0.992436520799568,0.143802355226417,0.115230209509472,0.994125052454889,0.992436520799568,0.229522510231924,Johns Hopkins University
Top 88%,0.0082226898689084,2186,14288,13,1838,0.992976769313884,0.132693941969164,0.113977427756418,0.994088221919054,0.992976769313884,0.219590723055935,Johns Hopkins University
Top 89%,0.00783897366316323,2004,14470,12,1839,0.993517017828201,0.121646230423698,0.11275982586302,0.994047619047619,0.993517017828201,0.209713506139154,Johns Hopkins University
Top 90%,0.00746085349887533,1821,14653,12,1839,0.993517017828201,0.110537817166444,0.111508610235266,0.993453355155483,0.993517017828201,0.199727148703956,Johns Hopkins University
Top 91%,0.00709196468427774,1640,14834,10,1841,0.994597514856834,0.0995508073327668,0.110404797601199,0.993939393939394,0.994597514856834,0.189959072305593,Johns Hopkins University
Top 92%,0.00667858484212916,1456,15018,10,1841,0.994597514856834,0.0883816923637247,0.109199833916602,0.993178717598909,0.994597514856834,0.179918144611187,Johns Hopkins University
Top 93%,0.00630199926769517,1273,15201,10,1841,0.994597514856834,0.0772732791064708,0.108027226851309,0.992205767731878,0.994597514856834,0.169931787175989,Johns Hopkins University
Top 94%,0.00591559100425757,1090,15384,10,1841,0.994597514856834,0.066164865849217,0.106879535558781,0.990909090909091,0.994597514856834,0.159945429740791,Johns Hopkins University
Top 95%,0.00547356851256877,907,15567,10,1841,0.994597514856834,0.0550564525919631,0.105755974264706,0.989094874591058,0.994597514856834,0.149959072305593,Johns Hopkins University
Top 96%,0.00503535324577406,725,15749,8,1843,0.995678011885467,0.0440087410464975,0.104763528876762,0.989085948158254,0.995678011885467,0.140136425648022,Johns Hopkins University
Top 97%,0.00461832616267006,545,15929,5,1846,0.997298757428417,0.0330824329246085,0.103853727144866,0.990909090909091,0.997298757428417,0.130477489768076,Johns Hopkins University
Top 98%,0.00397917935062508,364,16110,3,1848,0.99837925445705,0.0220954230909312,0.102906782492482,0.991825613079019,0.99837925445705,0.120709413369714,Johns Hopkins University
Top 99%,0.00329650722708614,184,16290,0,1851,1,0.0111691149690421,0.102034066479246,1,1,0.111050477489768,Johns Hopkins University
Top 0.0%,0.9793558952974918,13058,0,1125,1,8.88099e-4,1,1,0.9206796869491644,8.88099e-4,0.9206852791878172,Northwestern University
Top 1.0%,0.5818509220669292,12987,71,1055,71,0.063055062,0.9945627201715423,0.5,0.924868252,0.063055062,0.920614777,Northwestern University
Top 2.0%,0.466175867,12892,166,1008,118,0.10479573712255771,0.987287486598254,0.4154929577464789,0.9274820143884892,0.10479573712255771,0.9172306824591088,Northwestern University
Top 3.0%,0.3916068433972918,12801,257,957,169,0.15008880994671403,0.980318579,0.3967136150234742,0.9304404709986916,0.15008880994671403,0.914410603,Northwestern University
Top 4.0%,0.3317045929781563,12702,356,914,212,0.1882770870337478,0.9727370194516772,0.3732394366197183,0.932873090481786,0.1882770870337478,0.9104624929498026,Northwestern University
Top 5.0%,0.2923424189831497,12593,465,881,245,0.2175843694493783,0.964389646193904,0.34507042253521125,0.9346148137153036,0.2175843694493783,0.9051043429216018,Northwestern University
Top 6.0%,0.260670222,12486,572,847,279,0.2477797513321492,0.9561954357482004,0.32784958871915393,0.936473411835296,0.2477797513321492,0.8999576988155669,Northwestern University
Top 7.0%,0.23330643102650553,12383,675,808,318,0.2824156305506217,0.948307551,0.3202416918429003,0.9387461147752256,0.2824156305506217,0.8954455724760293,Northwestern University
Top 8.0%,0.2113241056774809,12259,799,790,336,0.2984014209591474,0.9388114565783428,0.2960352422907489,0.9394589623725956,0.2984014209591474,0.8879723632261703,Northwestern University
Top 9.0%,0.19501030127494723,12137,921,770,356,0.31616341030195383,0.9294685250421196,0.278778387,0.9403424498334236,0.31616341030195383,0.8807811618725324,Northwestern University
Top 10.0%,0.1783710583943469,12019,1039,746,380,0.33747779751332146,0.9204319191300352,0.2677942212825934,0.9415589502546023,0.33747779751332146,0.8741539763113367,Northwestern University
Top 11.0%,0.16492882109256965,11908,1150,715,411,0.3650088809946714,0.911931383,0.26329276105060856,0.9433573635427396,0.3650088809946714,0.8685138183869149,Northwestern University
Top 12.0%,0.15344085033591412,11794,1264,688,438,0.38898756660746,0.9032011027722469,0.2573443008225617,0.9448806281044704,0.38898756660746,0.862380147,Northwestern University
Top 13.0%,0.14623413798912813,11682,1376,658,468,0.4156305506216697,0.894623985,0.25379609544468545,0.946677472,0.4156305506216697,0.8565989847715736,Northwestern University
Top 14.0%,0.1369589662174385,11563,1495,635,491,0.436056838,0.8855107979782508,0.2472306143001007,0.9479422856205936,0.436056838,0.8498307952622673,Northwestern University
Top 15.0%,0.12784160124361504,11438,1620,618,508,0.4511545293072824,0.875938122,0.2387218045112782,0.9487392169873922,0.4511545293072824,0.8422165820642978,Northwestern University
Top 16.0%,0.12093111417025228,11308,1750,606,520,0.46181172291296624,0.8659825394394242,0.2290748898678414,0.9491354708746012,0.46181172291296624,0.8338973491257755,Northwestern University
Top 17.0%,0.11477484214733348,11183,1875,589,537,0.4769094138543517,0.8564098636850973,0.222636815920398,0.9499660210669384,0.4769094138543517,0.826283136,Northwestern University
Top 18.0%,0.10837723737673018,11063,1995,568,558,0.4955595026642984,0.8472200949609435,0.21856639247943596,0.95116499,0.4955595026642984,0.8193034404963339,Northwestern University
Top 19.0%,0.10255220868745564,10931,2127,558,568,0.5044404973357016,0.8371113493643744,0.21076066790352505,0.9514318043345809,0.5044404973357016,0.8107021996615905,Northwestern University
Top 20.0%,0.097102198,10810,2248,537,589,0.5230905861456483,0.827844999,0.2076136764187522,0.9526747157839076,0.5230905861456483,0.8036520022560631,Northwestern University
Top 21.0%,0.092129576,10686,2372,519,607,0.5390763765541741,0.8183489048858937,0.20375965088956025,0.9536813922356092,0.5390763765541741,0.7961787930062042,Northwestern University
Top 22.0%,0.087761953,10564,2494,499,627,0.5568383658969804,0.8090059733496707,0.20089714834988787,0.9548946940251288,0.5568383658969804,0.7889875916525663,Northwestern University
Top 23.0%,0.083325584,10436,2622,485,641,0.5692717584369449,0.799203553,0.19644498927367457,0.9555901474223972,0.5692717584369449,0.7809503666102651,Northwestern University
Top 24.0%,0.079571212,10313,2745,467,659,0.5852575488454707,0.7897840404349824,0.1935957696827262,0.9566790352504638,0.5852575488454707,0.7735476593344613,Northwestern University
Top 25.0%,0.075736704,10190,2868,448,678,0.6021314387211367,0.7803645274927248,0.19120135363790183,0.9578868208309832,0.6021314387211367,0.766215454,Northwestern University
Top 26.0%,0.072230204,10064,2994,432,694,0.6163410301953819,0.7707152703323633,0.18817787418655096,0.9588414634146342,0.6163410301953819,0.7584602368866328,Northwestern University
Top 27.0%,0.069275773,9936,3122,418,708,0.6287744227353463,0.7609128503599326,0.18485639686684072,0.959629129,0.6287744227353463,0.7504230118443317,Northwestern University
Top 28.0%,0.066824832,9804,3254,408,718,0.6376554174067496,0.7508041047633635,0.18076535750251763,0.9600470035252644,0.6376554174067496,0.7418217710095882,Northwestern University
Top 29.0%,0.063744066,9677,3381,393,733,0.6509769094138543,0.7410782661969674,0.17817209528439476,0.9609731876861968,0.6509769094138543,0.7339255499153976,Northwestern University
Top 30.0%,0.060971093,9552,3506,377,749,0.6651865008880995,0.7315055904426405,0.17602820211515863,0.9620304159532682,0.6651865008880995,0.7262408347433729,Northwestern University
Top 31.0%,0.05821423533826499,9425,3633,362,764,0.6785079928952042,0.7217797518762444,0.1737548328405731,0.9630121589864106,0.6785079928952042,0.7183446136491822,Northwestern University
Top 32.0%,0.05630645841325667,9296,3762,349,777,0.6900532859680284,0.7119007504977791,0.17118307997356247,0.96381544841887,0.6900532859680284,0.7101663846587705,Northwestern University
