N_Percentile,Thr_Value,TN,FP,FN,TP,Sensitivity,Specificity,PPV,NPV,Recall,Accuracy,Site_Name
Top 80.0%,0.008831829,1611,5499,14,998,0.9861660079051384,0.22658227848101264,0.15360935816530707,0.9913846153846154,0.9861660079051384,0.3212262989411475,University of Chicago
Top 81.0%,0.008539607,1531,5579,12,1000,0.9881422924901184,0.2153305203938115,0.1519987840097279,0.9922229423201556,0.9881422924901184,0.3116227530164984,University of Chicago
Top 82.0%,0.008233979,1450,5660,12,1000,0.9881422924901184,0.2039381153305204,0.15015015015015015,0.9917920656634748,0.9881422924901184,0.3016498399409013,University of Chicago
Top 83.0%,0.007954324,1369,5741,12,1000,0.9881422924901184,0.19254571026722925,0.1483459427384661,0.991310644460536,0.9881422924901184,0.2916769268653041,University of Chicago
Top 84.0%,0.007675053,1288,5822,12,1000,0.9881422924901184,0.1811533052039381,0.1465845793022574,0.9907692307692308,0.9881422924901184,0.28170401378970694,University of Chicago
Top 85.0%,0.007445482,1207,5903,12,1000,0.9881422924901184,0.1697609,0.14486455164421266,0.9901558654634948,0.9881422924901184,0.27173110071410983,University of Chicago
Top 86.0%,0.007185998,1126,5984,11,1001,0.9891304347826086,0.15836849507735584,0.14330708661417324,0.990325418,0.9891304347826086,0.26188131002216203,University of Chicago
Top 87.0%,0.006912825,1046,6064,10,1002,0.9901185770750988,0.1471167369901547,0.14180583073874894,0.990530303,0.9901185770750988,0.2521546417138636,University of Chicago
Top 88.0%,0.006617792,965,6145,10,1002,0.9901185770750988,0.13572433192686356,0.14019868476283756,0.9897435897435898,0.9901185770750988,0.2421817286382664,University of Chicago
Top 89.0%,0.006364091,885,6225,9,1003,0.991106719,0.12447257383966244,0.13876591034864416,0.9899328859060402,0.991106719,0.23245506,University of Chicago
Top 90.0%,0.006088041,804,6306,9,1003,0.991106719,0.11308016877637132,0.1372280749760569,0.988929889,0.991106719,0.22248214725437085,University of Chicago
Top 91.0%,0.005802706,723,6387,8,1004,0.9920948616600792,0.10168776371308016,0.1358408875659586,0.9890560875512996,0.9920948616600792,0.21263235656242305,University of Chicago
Top 92.0%,0.005564015,645,6465,5,1007,0.9950592885375494,0.0907173,0.1347698072805139,0.9923076923076924,0.9950592885375494,0.203398178,University of Chicago
Top 93.0%,0.0052746,564,6546,5,1007,0.9950592885375494,0.079324895,0.13332450681848274,0.9912126537785588,0.9950592885375494,0.19342526471312485,University of Chicago
Top 94.0%,0.004979311,484,6626,4,1008,0.9960474308300395,0.068073136,0.13204086979303117,0.9918032786885246,0.9960474308300395,0.1836985964048264,University of Chicago
Top 95.0%,0.004715749,404,6706,3,1009,0.9970355731225296,0.056821378,0.13078418664938432,0.9926289926289926,0.9970355731225296,0.17397192809652795,University of Chicago
Top 96.0%,0.004407372,323,6787,2,1010,0.9980237154150198,0.045428973,0.12953700141079902,0.9938461538461538,0.9980237154150198,0.16412213740458015,University of Chicago
Top 97.0%,0.004056094,243,6867,1,1011,0.99901185770751,0.034177215,0.12833206397562832,0.9959016393442623,0.99901185770751,0.1543954690962817,University of Chicago
Top 98.0%,0.003587875,163,6947,0,1012,1,0.02292545710267229,0.1271516522176153,1,1,0.14466880078798325,University of Chicago
Top 99.0%,0.003022763,82,7028,0,1012,1,0.01153305203938115,0.12587064676616916,1,1,0.1346958877123861,University of Chicago
Top 1%,0.642228876324226,6040,20,768,49,0.0599755201958384,0.996699669966997,0.710144927536232,0.887191539365452,0.0599755201958384,0.885415151955795,University of Michigan
Top 2%,0.46623735511186,6004,56,735,82,0.100367197062424,0.990759075907591,0.594202898550725,0.890933372903992,0.100367197062424,0.884978915224662,University of Michigan
Top 3%,0.366960234867757,5969,91,701,116,0.141982864137087,0.984983498349835,0.560386473429952,0.894902548725637,0.141982864137087,0.884833502980951,University of Michigan
Top 4%,0.309734350465395,5923,137,678,139,0.170134638922889,0.977392739273927,0.503623188405797,0.897288289653083,0.170134638922889,0.8814890213756,University of Michigan
Top 5%,0.260259313255537,5875,185,658,159,0.194614443084455,0.96947194719472,0.462209302325581,0.899280575539568,0.194614443084455,0.877417478551694,University of Michigan
Top 6%,0.22292977986,5825,235,639,178,0.217870257037944,0.961221122112211,0.430992736077482,0.901144801980198,0.217870257037944,0.872909698996655,University of Michigan
Top 7%,0.192686822311288,5777,283,618,199,0.243574051407589,0.953300330033003,0.412863070539419,0.903362001563722,0.243574051407589,0.868983568416461,University of Michigan
Top 8%,0.174188910350491,5731,329,595,222,0.27172582619339,0.945709570957096,0.402903811252269,0.905943724312362,0.27172582619339,0.865639086811109,University of Michigan
Top 9%,0.15708421678928,5678,382,580,237,0.290085679314565,0.936963696369637,0.382875605815832,0.907318632150847,0.290085679314565,0.860113421550095,University of Michigan
Top 10%,0.141094299988336,5627,433,562,255,0.312117503059976,0.928547854785479,0.370639534883721,0.909193730812732,0.312117503059976,0.855314817507634,University of Michigan
Top 11%,0.130781479119747,5579,481,541,276,0.337821297429621,0.920627062706271,0.364597093791281,0.911601307189542,0.337821297429621,0.851388686927439,University of Michigan
Top 12%,0.121903009578022,5527,533,524,293,0.358629130966952,0.912046204620462,0.354721549636804,0.913402743348207,0.358629130966952,0.846299258397557,University of Michigan
Top 13%,0.111069287912397,5477,583,506,311,0.380660954712362,0.903795379537954,0.347874720357942,0.91542704328932,0.380660954712362,0.841646066598808,University of Michigan
Top 14%,0.103645980690721,5424,636,490,327,0.400244798041616,0.895049504950495,0.339563862928349,0.917145755833615,0.400244798041616,0.836265813581504,University of Michigan
Top 15%,0.0967417149489094,5372,688,473,344,0.421052631578947,0.886468646864687,0.333333333333333,0.919076133447391,0.421052631578947,0.831176385051621,University of Michigan
Top 16%,0.089372070415344,5317,743,459,358,0.438188494492044,0.877392739273927,0.325158946412352,0.92053324099723,0.438188494492044,0.825214483059474,University of Michigan
Top 17%,0.0845085229190648,5261,799,447,370,0.452876376988984,0.868151815181518,0.316509837467921,0.921688857743518,0.452876376988984,0.818816344336193,University of Michigan
Top 18%,0.0795770880153178,5209,851,430,387,0.473684210526316,0.85957095709571,0.312600969305331,0.923745344919312,0.473684210526316,0.813726915806311,University of Michigan
Top 19%,0.0755627006315963,5157,903,413,404,0.494492044063647,0.850990099009901,0.309104820198929,0.925852782764812,0.494492044063647,0.808637487276429,University of Michigan
Top 20%,0.0710710732671721,5099,961,402,415,0.507955936352509,0.841419141914191,0.301598837209302,0.9269223777495,0.507955936352509,0.801803111822015,University of Michigan
Top 21%,0.0668347984221466,5043,1017,390,427,0.522643818849449,0.832178217821782,0.295706371191136,0.928216454997239,0.522643818849449,0.795404973098735,University of Michigan
Top 22%,0.0638208145913547,4986,1074,378,439,0.537331701346389,0.822772277227723,0.290152015862525,0.929530201342282,0.537331701346389,0.788861422131743,University of Michigan
Top 23%,0.0610979375294393,4925,1135,370,447,0.547123623011016,0.812706270627063,0.282553729456384,0.930122757318225,0.547123623011016,0.781154573215065,University of Michigan
Top 24%,0.0581911749873165,4867,1193,359,458,0.560587515299878,0.803135313531353,0.27740763173834,0.931305013394566,0.560587515299878,0.774320197760651,University of Michigan
Top 25%,0.0551809251162423,4806,1254,351,466,0.570379436964504,0.793069306930693,0.27093023255814,0.931937172774869,0.570379436964504,0.766613348843973,University of Michigan
Top 26%,0.0530202228445186,4748,1312,341,476,0.582619339045288,0.783498349834983,0.266219239373602,0.932992729416388,0.582619339045288,0.759633561145848,University of Michigan
Top 27%,0.0507689148462366,4688,1372,332,485,0.593635250917993,0.773597359735974,0.26117393645665,0.933864541832669,0.593635250917993,0.752217536716592,University of Michigan
Top 28%,0.0485918304560099,4628,1432,323,494,0.604651162790698,0.763696369636964,0.256490134994808,0.93476065441325,0.604651162790698,0.744801512287335,University of Michigan
Top 29%,0.0464140111959367,4574,1486,308,509,0.623011015911873,0.754785478547855,0.255137844611529,0.936911102007374,0.623011015911873,0.739130434782609,University of Michigan
Top 30%,0.0449011531023281,4514,1546,300,517,0.632802937576499,0.744884488448845,0.250605913717887,0.937681761528874,0.632802937576499,0.731568998109641,University of Michigan
Top 31%,0.0426780220992902,4457,1603,288,529,0.647490820073439,0.735478547854786,0.24812382739212,0.939304531085353,0.647490820073439,0.725025447142649,University of Michigan
Top 32%,0.041175972658308,4397,1663,279,538,0.658506731946144,0.725577557755776,0.244434348023626,0.940333618477331,0.658506731946144,0.717609422713392,University of Michigan
Top 33%,0.0395819354609074,4336,1724,271,546,0.668298653610771,0.715511551155116,0.240528634361233,0.941176470588235,0.668298653610771,0.709902573796714,University of Michigan
Top 34%,0.0383304651260265,4274,1786,265,552,0.675642594859241,0.705280528052805,0.236099230111206,0.941617096276713,0.675642594859241,0.701759488148902,University of Michigan
Top 35%,0.0365023845358516,4213,1847,257,560,0.685434516523868,0.695214521452145,0.23265475695887,0.942505592841163,0.685434516523868,0.694052639232223,University of Michigan
Top 36%,0.0353335048341168,4153,1907,248,569,0.696450428396573,0.685313531353135,0.229806138933764,0.943649170643036,0.696450428396573,0.686636614802966,University of Michigan
Top 37%,0.0341660509601974,4097,1963,235,582,0.712362301101591,0.676072607260726,0.228683693516699,0.945752539242844,0.712362301101591,0.680383888323397,University of Michigan
Top 38%,0.032827364576886,4039,2021,225,592,0.724602203182375,0.666501650165017,0.2265595101416,0.947232645403377,0.724602203182375,0.673404100625273,University of Michigan
Top 39%,0.0317154414608504,3978,2082,217,600,0.734394124847001,0.656435643564356,0.223713646532438,0.948271752085816,0.734394124847001,0.665697251708594,University of Michigan
Top 40%,0.0306679989515568,3913,2147,213,604,0.739290085679315,0.645709570957096,0.219556524900036,0.948376151236064,0.739290085679315,0.656827104842228,University of Michigan
Top 41%,0.0297827217312806,3853,2207,204,613,0.75030599755202,0.635808580858086,0.217375886524823,0.949716539314765,0.75030599755202,0.649411080412971,University of Michigan
Top 42%,0.0288422938052868,3794,2266,195,622,0.761321909424725,0.626072607260726,0.215373961218837,0.951115567811482,0.761321909424725,0.642140468227425,University of Michigan
Top 43%,0.0279763803342824,3734,2326,186,631,0.77233782129743,0.616171617161716,0.213391951301995,0.952551020408163,0.77233782129743,0.634724443798168,University of Michigan
Top 44%,0.0269813069385614,3673,2387,178,639,0.782129742962056,0.606105610561056,0.211169861202908,0.953778239418333,0.782129742962056,0.627017594881489,University of Michigan
Top 45%,0.0261861598528059,3612,2448,170,647,0.791921664626683,0.596039603960396,0.209046849757674,0.955050237969328,0.791921664626683,0.61931074596481,University of Michigan
Top 46%,0.0254640471906432,3547,2513,167,650,0.795593635250918,0.585313531353135,0.20550110654442,0.955035002692515,0.795593635250918,0.610295186854733,University of Michigan
Top 47%,0.0247280673343103,3484,2576,161,656,0.802937576499388,0.574917491749175,0.202970297029703,0.955829903978052,0.802937576499388,0.602006688963211,University of Michigan
Top 48%,0.0239498131325401,3421,2639,155,662,0.810281517747858,0.564521452145215,0.200545289306271,0.95665548098434,0.810281517747858,0.593718191071688,University of Michigan
Top 49%,0.0232280478286411,3364,2696,143,674,0.824969400244798,0.555115511551155,0.2,0.959224408326205,0.824969400244798,0.587174640104697,University of Michigan
Top 50%,0.0224666610180738,3300,2760,138,679,0.83108935128519,0.544554455445545,0.197441116603664,0.959860383944154,0.83108935128519,0.578595317725752,University of Michigan
Top 51%,0.0217890377523164,3237,2823,133,684,0.837209302325581,0.534158415841584,0.195038494439692,0.96053412462908,0.837209302325581,0.570161407590519,University of Michigan
Top 52%,0.0210905532391303,3174,2886,127,690,0.844553243574051,0.523762376237624,0.192953020134228,0.961526810057558,0.844553243574051,0.561872909698997,University of Michigan
Top 53%,0.0203274466545558,3109,2951,123,694,0.849449204406365,0.513036303630363,0.19039780521262,0.961943069306931,0.849449204406365,0.553002762832631,University of Michigan
Top 54%,0.0197097447770332,3047,3013,116,701,0.858017135862913,0.502805280528053,0.188745288099085,0.963325956370534,0.858017135862913,0.54500508942853,University of Michigan
Top 55%,0.0191753770155568,2981,3079,114,703,0.86046511627907,0.491914191419142,0.185880486515071,0.963166397415186,0.86046511627907,0.535698705831031,University of Michigan
Top 56%,0.018574600541012,2915,3145,111,706,0.864137086903305,0.481023102310231,0.183329005453129,0.963317911434237,0.864137086903305,0.526537734477243,University of Michigan
Top 57%,0.0181034013125079,2849,3211,108,709,0.86780905752754,0.47013201320132,0.180867346938776,0.963476496449104,0.86780905752754,0.517376763123455,University of Michigan
Top 58%,0.0176596242364242,2784,3276,104,713,0.872705018359853,0.459405940594059,0.17874153923289,0.96398891966759,0.872705018359853,0.508506616257089,University of Michigan
Top 59%,0.017207148556086,2719,3341,101,716,0.876376988984088,0.448679867986799,0.176485087503081,0.964184397163121,0.876376988984088,0.499491057147012,University of Michigan
Top 60%,0.0167086096982893,2655,3405,96,721,0.88249694002448,0.438118811881188,0.174745516238488,0.965103598691385,0.88249694002448,0.490911734768067,University of Michigan
Top 61%,0.0162698093123211,2591,3469,91,726,0.888616891064872,0.427557755775578,0.173063170441001,0.96607009694258,0.888616891064872,0.482332412389123,University of Michigan
Top 62%,0.0157974703057936,2524,3536,89,728,0.891064871481028,0.416501650165017,0.170731707317073,0.965939533103712,0.891064871481028,0.472880616547913,University of Michigan
Top 63%,0.0154039783251955,2459,3601,86,731,0.894736842105263,0.405775577557756,0.168744228993536,0.966208251473477,0.894736842105263,0.463865057437836,University of Michigan
Top 64%,0.0148950293729258,2395,3665,81,736,0.900856793145655,0.395214521452145,0.167234719381959,0.967285945072698,0.900856793145655,0.455285735058892,University of Michigan
Top 65%,0.0144801948491743,2331,3729,76,741,0.906976744186046,0.384653465346535,0.165771812080537,0.968425425841296,0.906976744186046,0.446706412679948,University of Michigan
Top 66%,0.0140406513245203,2263,3797,75,742,0.908200734394125,0.373432343234323,0.163472130425204,0.96792130025663,0.908200734394125,0.436963792351316,University of Michigan
Top 67%,0.0135445108155707,2201,3859,69,748,0.915544675642595,0.363201320132013,0.162361623616236,0.969603524229075,0.915544675642595,0.428820706703504,University of Michigan
Top 68%,0.013183533734194,2136,3924,65,752,0.920440636474908,0.352475247524752,0.16082121471343,0.970467969104952,0.920440636474908,0.419950559837138,University of Michigan
Top 69%,0.012912775234623,2073,3987,59,758,0.927784577723378,0.342079207920792,0.159747102212856,0.972326454033771,0.927784577723378,0.411662061945616,University of Michigan
Top 70%,0.0125191922954621,2009,4051,54,763,0.93390452876377,0.331518151815182,0.15849605317823,0.9738245273873,0.93390452876377,0.403082739566672,University of Michigan
Top 71%,0.0121083659597871,1943,4117,52,765,0.936352509179927,0.320627062706271,0.156698074559607,0.973934837092732,0.936352509179927,0.393776355969173,University of Michigan
Top 72%,0.0117108277156778,1877,4183,49,768,0.940024479804162,0.30973597359736,0.15512017774187,0.974558670820353,0.940024479804162,0.384615384615385,University of Michigan
Top 73%,0.0112905692934239,1811,4249,46,771,0.943696450428397,0.298844884488449,0.153585657370518,0.975228863758751,0.943696450428397,0.375454413261597,University of Michigan
Top 74%,0.0109501211832723,1748,4312,40,777,0.951040391676867,0.288448844884488,0.152682255845942,0.977628635346756,0.951040391676867,0.367165915370074,University of Michigan
Top 75%,0.01060862668526,1681,4379,38,779,0.953488372093023,0.277392739273927,0.151027530050407,0.977894124490983,0.953488372093023,0.357714119528864,University of Michigan
Top 76%,0.0102281786606586,1617,4443,34,783,0.958384332925337,0.266831683168317,0.149827784156142,0.979406420351302,0.958384332925337,0.348989384906209,University of Michigan
Top 77%,0.0099354261510723,1548,4512,34,783,0.958384332925337,0.255445544554455,0.147875354107649,0.978508217446271,0.958384332925337,0.338955940090156,University of Michigan
Top 78%,0.00970904610762385,1483,4577,30,787,0.96328029375765,0.244719471947195,0.146718866517524,0.980171844018506,0.96328029375765,0.330085793223789,University of Michigan
Top 79%,0.00944862584834684,1416,4644,28,789,0.965728274173807,0.233663366336634,0.145223633351739,0.980609418282548,0.965728274173807,0.32063399738258,University of Michigan
Top 80%,0.00916875618504315,1350,4710,26,791,0.968176254589963,0.222772277227723,0.143792037811307,0.981104651162791,0.968176254589963,0.311327613785081,University of Michigan
Top 81%,0.00882454064617578,1283,4777,24,793,0.97062423500612,0.211716171617162,0.142369838420108,0.981637337413925,0.97062423500612,0.30187581794387103,University of Michigan
Top 82%,0.00857082708617618,1214,4846,24,793,0.97062423500612,0.2003300330033,0.140627770881362,0.980613893376414,0.97062423500612,0.291842373127817,University of Michigan
Top 83%,0.00840817528464477,1150,4910,19,798,0.976744186046512,0.18976897689769,0.139803784162579,0.983746792130026,0.976744186046512,0.283263050748873,University of Michigan
Top 84%,0.00809332760170083,1084,4976,17,800,0.979192166462668,0.178877887788779,0.138504155124654,0.98455949137148,0.979192166462668,0.273956667151374,University of Michigan
Top 85%,0.00775640206702108,1016,5044,16,801,0.980416156670747,0.167656765676568,0.137040205303678,0.984496124031008,0.980416156670747,0.264214046822742,University of Michigan
Top 86%,0.00747081182828323,947,5113,16,801,0.980416156670747,0.156270627062706,0.135441325667907,0.983385254413292,0.980416156670747,0.254180602006689,University of Michigan
Top 87%,0.00724214072311396,880,5180,14,803,0.982864137086903,0.145214521452145,0.134213605214775,0.984340044742729,0.982864137086903,0.244728806165479,University of Michigan
Top 88%,0.00696600493985282,813,5247,13,804,0.984088127294982,0.134158415841584,0.132870599900843,0.984261501210654,0.984088127294982,0.235131598080558,University of Michigan
Top 89%,0.00666310190312083,746,5314,11,806,0.986536107711138,0.123102310231023,0.131699346405229,0.985468956406869,0.986536107711138,0.225679802239349,University of Michigan
Top 90%,0.00633544007144671,677,5383,11,806,0.986536107711138,0.111716171617162,0.130231055097754,0.984011627906977,0.986536107711138,0.215646357423295,University of Michigan
Top 91%,0.00599552642573066,608,5452,11,806,0.986536107711138,0.1003300330033,0.128795142217961,0.982229402261712,0.986536107711138,0.205612912607242,University of Michigan
Top 92%,0.00573907268079115,542,5518,9,808,0.988984088127295,0.0894389438943894,0.12772684160607,0.983666061705989,0.988984088127295,0.196306529009743,University of Michigan
Top 93%,0.00548968659909823,474,5586,8,809,0.990208078335373,0.0782178217821782,0.126505082095387,0.983402489626556,0.990208078335373,0.186563908681111,University of Michigan
Top 94%,0.0051858712299202,406,5654,7,810,0.991432068543452,0.066996699669967,0.125309405940594,0.983050847457627,0.991432068543452,0.176821288352479,University of Michigan
Top 95%,0.00484987921126932,337,5723,7,810,0.991432068543452,0.0556105610561056,0.12398591764886,0.979651162790698,0.991432068543452,0.166787843536426,University of Michigan
Top 96%,0.0045093943815974,273,5787,3,814,0.996328029375765,0.045049504950495,0.123314649295561,0.989130434782609,0.996328029375765,0.158063108913771,University of Michigan
Top 97%,0.0041371591743286,206,5854,1,816,0.998776009791922,0.033993399339934,0.122338830584708,0.995169082125604,0.998776009791922,0.148611313072561,University of Michigan
Top 98%,0.00369692382297062,137,5923,1,816,0.998776009791922,0.0226072607260726,0.121086214571895,0.992753623188406,0.998776009791922,0.138577868256507,University of Michigan
Top 99%,0.00315569683079534,69,5991,0,817,1,0.0113861386138614,0.120005875440658,1,1,0.128835247927876,University of Michigan
Top 1%,0.688197352214013,10340,47,1124,69,0.057837384744342,0.995475113122172,0.594827586206897,0.90195394277739,0.057837384744342,0.898877374784111,University of Minnesota
Top 2%,0.529739476973156,10282,105,1066,127,0.106454316848282,0.989891210166554,0.547413793103448,0.906062742333451,0.106454316848282,0.898877374784111,University of Minnesota
Top 3%,0.435659328091647,10217,170,1015,178,0.149203688181056,0.983633387888707,0.511494252873563,0.909633190883191,0.149203688181056,0.897668393782383,University of Minnesota
Top 4%,0.360972603678912,10141,246,975,218,0.182732606873428,0.97631654953307,0.469827586206897,0.912288593019072,0.182732606873428,0.894559585492228,University of Minnesota
Top 5%,0.3034266729895,10066,321,935,258,0.2162615255658,0.969095985366323,0.44559585492228,0.915007726570312,0.2162615255658,0.89153713298791,University of Minnesota
Top 6%,0.267493278761456,9979,408,906,287,0.24056999161777,0.960720130932897,0.41294964028777,0.91676619200735,0.24056999161777,0.886528497409326,University of Minnesota
Top 7%,0.232901934071693,9897,490,872,321,0.269069572506287,0.95282564744392,0.395807644882861,0.919026836289349,0.269069572506287,0.882383419689119,University of Minnesota
Top 8%,0.207981921661621,9801,586,852,341,0.285834031852473,0.943583325310484,0.367853290183387,0.920022528865108,0.285834031852473,0.875820379965458,University of Minnesota
Top 9%,0.19165431061696,9709,678,828,365,0.305951383067896,0.934726099932608,0.349952061361457,0.921419758944671,0.305951383067896,0.869948186528497,University of Minnesota
Top 10%,0.175400129684375,9618,769,804,389,0.326068734283319,0.925965148743622,0.335924006908463,0.922855497985032,0.326068734283319,0.864162348877375,University of Minnesota
Top 11%,0.161780687454506,9522,865,784,409,0.342833193629505,0.916722826610186,0.321036106750392,0.923927809043276,0.342833193629505,0.857599309153713,University of Minnesota
Top 12%,0.149424187649494,9426,961,764,429,0.359597652975692,0.90748050447675,0.30863309352518,0.925024533856722,0.359597652975692,0.851036269430052,University of Minnesota
Top 13%,0.135721748235646,9332,1055,742,451,0.378038558256496,0.898430730721094,0.299468791500664,0.926345046654755,0.378038558256496,0.844818652849741,University of Minnesota
Top 14%,0.127162331431346,9239,1148,719,474,0.39731768650461,0.889477231154328,0.292231812577065,0.927796746334605,0.39731768650461,0.838773747841105,University of Minnesota
Top 15%,0.117647817260655,9141,1246,702,491,0.411567476948868,0.880042360643112,0.282671272308578,0.928680280402316,0.411567476948868,0.831778929188256,University of Minnesota
Top 16%,0.110185853261391,9046,1341,681,512,0.429170159262364,0.870896312698565,0.27630868861306,0.929988691271718,0.429170159262364,0.825388601036269,University of Minnesota
Top 17%,0.103449319317393,8950,1437,661,532,0.44593461860855,0.861653990565129,0.270187912646013,0.931224638435126,0.44593461860855,0.818825561312608,University of Minnesota
Top 18%,0.0969403678987549,8856,1531,639,554,0.464375523889355,0.852604216809473,0.265707434052758,0.932701421800948,0.464375523889355,0.812607944732297,University of Minnesota
Top 19%,0.0923648338397186,8759,1628,620,573,0.480301760268231,0.843265620487147,0.260336210813267,0.933894871521484,0.480301760268231,0.80587219343696,University of Minnesota
Top 20%,0.0874494627155023,8660,1727,604,589,0.49371332774518,0.833734475787042,0.254317789291883,0.934801381692573,0.49371332774518,0.798704663212435,University of Minnesota
Top 21%,0.082339991472938,8556,1831,592,601,0.503772003352892,0.823721960142486,0.247121710526316,0.935286401399213,0.503772003352892,0.790759930915371,University of Minnesota
Top 22%,0.0775591373142112,8456,1931,576,617,0.517183570829841,0.81409454125349,0.242150706436421,0.936226749335695,0.517183570829841,0.783506044905009,University of Minnesota
Top 23%,0.0735686860564665,8353,2034,563,630,0.528080469404862,0.804178299797824,0.23648648648648599,0.936855091969493,0.528080469404862,0.77573402417962,University of Minnesota
Top 24%,0.0698682049258243,8250,2137,551,642,0.538139145012573,0.794262058342158,0.231018351925153,0.937393478013862,0.538139145012573,0.767875647668394,University of Minnesota
Top 25%,0.066888109938263,8146,2241,539,654,0.548197820620285,0.784249542697603,0.225906735751295,0.937938975244675,0.548197820620285,0.75993091537133,University of Minnesota
Top 26%,0.0637984754263599,8043,2344,526,667,0.559094719195306,0.774333301241937,0.22152108933909,0.938615941183335,0.559094719195306,0.752158894645941,University of Minnesota
Top 27%,0.0611803751177535,7943,2444,510,683,0.572506286672255,0.764705882352941,0.218420211064918,0.939666390630545,0.572506286672255,0.744905008635579,University of Minnesota
Top 28%,0.0582179060458782,7839,2548,498,695,0.582564962279966,0.754693366708385,0.214307739747148,0.940266282835552,0.582564962279966,0.736960276338515,University of Minnesota
Top 29%,0.0557170678584879,7738,2649,484,709,0.594300083822297,0.7449696736305,0.211137581893985,0.941133544149842,0.594300083822297,0.729447322970639,University of Minnesota
Top 30%,0.0529448647851434,7632,2755,474,719,0.60268231349539,0.734764609608164,0.206966033390904,0.941524796447076,0.60268231349539,0.721157167530225,University of Minnesota
Top 31%,0.0507469521244488,7538,2849,452,741,0.621123218776194,0.725714835852508,0.206406685236769,0.94342928660826,0.621123218776194,0.714939550949914,University of Minnesota
Top 32%,0.0485102220421257,7433,2954,441,752,0.630343671416597,0.715606046019062,0.202914193200216,0.943992887985776,0.630343671416597,0.706822107081174,University of Minnesota
Top 33%,0.0466157882978316,7332,3055,426,767,0.642917015926236,0.705882352941177,0.200680272108844,0.945088940448569,0.642917015926236,0.699395509499136,University of Minnesota
Top 34%,0.0445115974917418,7226,3161,417,776,0.65046102263202,0.695677288918841,0.197104394208788,0.945440272144446,0.65046102263202,0.691018998272884,University of Minnesota
Top 35%,0.0429298844759863,7118,3269,409,784,0.657166806370495,0.685279676518725,0.193436960276339,0.945662282449847,0.657166806370495,0.682383419689119,University of Minnesota
Top 36%,0.0413335244752724,7010,3377,401,792,0.663872590108969,0.67488206411861,0.189973614775726,0.945891242747268,0.663872590108969,0.673747841105354,University of Minnesota
Top 37%,0.0399498973969797,6910,3477,385,808,0.677284157585918,0.665254645229614,0.188564760793466,0.947224126113777,0.677284157585918,0.666493955094991,University of Minnesota
Top 38%,0.0387157336195836,6805,3582,374,819,0.68650461022632,0.655145855396168,0.186094069529652,0.947903607744811,0.68650461022632,0.658376511226252,University of Minnesota
Top 39%,0.0371888343336838,6700,3687,364,829,0.694886839899413,0.645037065562723,0.183569530558016,0.948471121177803,0.694886839899413,0.650172711571675,University of Minnesota
Top 40%,0.0357678866085871,6598,3789,350,843,0.706621961441743,0.635217098295947,0.18199481865285,0.949625791594704,0.706621961441743,0.642573402417962,University of Minnesota
Top 41%,0.0346071582666345,6492,3895,340,853,0.715004191114837,0.625012034273611,0.179654591406908,0.950234192037471,0.715004191114837,0.634283246977547,University of Minnesota
Top 42%,0.0335230068254308,6390,3997,326,867,0.726739312657167,0.615192067006835,0.178248355263158,0.951459201905896,0.726739312657167,0.626683937823834,University of Minnesota
Top 43%,0.0323618564448201,6280,4107,321,872,0.730930427493713,0.60460190622894,0.175135569391444,0.951371004393274,0.730930427493713,0.617616580310881,University of Minnesota
Top 44%,0.0312699433961228,6173,4214,312,881,0.738474434199497,0.594300568017714,0.172914622178606,0.951888974556669,0.738474434199497,0.609153713298791,University of Minnesota
Top 45%,0.0303323551183412,6068,4319,301,892,0.747694886839899,0.584191778184269,0.171176357704855,0.952739833568849,0.747694886839899,0.601036269430052,University of Minnesota
Top 46%,0.029418240124791,5963,4424,290,903,0.756915339480302,0.574082988350823,0.169513797634691,0.953622261314569,0.756915339480302,0.592918825561313,University of Minnesota
Top 47%,0.0285816212535544,5859,4528,278,915,0.766974015088013,0.564070472706267,0.168105823994121,0.954700993970996,0.766974015088013,0.584974093264249,University of Minnesota
Top 48%,0.027570950375033,5755,4632,267,926,0.776194467728416,0.554057957061712,0.166606693055056,0.95566257057456,0.776194467728416,0.576943005181347,University of Minnesota
Top 49%,0.0267309988113163,5650,4737,256,937,0.785414920368818,0.543949167228266,0.165139231582658,0.95665424991534,0.785414920368818,0.568825561312608,University of Minnesota
Top 50%,0.0258875266609223,5538,4849,252,941,0.788767812238055,0.533166458072591,0.162521588946459,0.956476683937824,0.788767812238055,0.559499136442142,University of Minnesota
Top 51%,0.0250461418771504,5431,4956,243,950,0.796311818943839,0.522865119861365,0.160853369454792,0.957173070144519,0.796311818943839,0.551036269430052,University of Minnesota
Top 52%,0.0242071991815438,5323,5064,235,958,0.803017602682313,0.51246750746125,0.159083361009631,0.957718603814322,0.803017602682313,0.542400690846287,University of Minnesota
Top 53%,0.0234335137443847,5220,5167,223,970,0.813076278290025,0.502551266005584,0.158057682906958,0.959029946720559,0.813076278290025,0.53454231433506,University of Minnesota
Top 54%,0.0227117386752458,5108,5279,219,974,0.816429170159262,0.491768556849909,0.15576523268831,0.958888680307866,0.816429170159262,0.525215889464594,University of Minnesota
Top 55%,0.0220617034873214,4999,5388,212,981,0.822296730930428,0.481274670260903,0.154027319830429,0.959316829783151,0.822296730930428,0.516407599309154,University of Minnesota
